token_id,speaker_id,sentence_id,file_path,word,repetition,phoneme,onset,offset,duration,l1_status,gender,f1,f2,f3,f0,f1_25,f1_75,f2_25,f2_75
AB_juxtaposer_r1_p3,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,y,1.52,1.61,90.00000000000009,ru,f,423.37122368816335,1877.089956160402,2637.1332140174504,235.29382468978037,,,,
AB_juxtaposer_r1_p4,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,k,1.61,1.68,69.99999999999984,ru,f,1458.254034902627,1918.311055519073,,,,,,
AB_juxtaposer_r1_p5,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,s,1.68,1.81,130.0000000000001,ru,f,1245.5742387942714,2371.045808548429,,,1054.7030841229061,666.8484843633471,2325.695042519803,1524.480750290783
AB_juxtaposer_r1_p6,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,t,1.81,1.86,50.00000000000004,ru,f,759.9487188908469,1492.1354734852798,,,,,,
AB_juxtaposer_r1_p7,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,a,1.86,1.94,79.99999999999984,ru,f,716.1415593938469,1506.7923082621091,1527.5130808636582,213.1208007799375,,,,
AB_juxtaposer_r1_p8,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,p,1.94,2.08091,140.90999999999985,ru,f,678.7296469629418,1779.0543769701108,,203.81102385356053,533.0787555732829,349.96986837765974,1558.119152262081,1445.2620520375829
AB_juxtaposer_r1_p9,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,o,2.08091,2.16103,80.11999999999998,ru,f,557.8315702089309,1299.1736826252652,2752.83848778204,196.04584958794413,,,,
AB_juxtaposer_r1_p10,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,z,2.16103,2.28,118.97000000000003,ru,f,329.0861772104261,1941.204904254531,,92.11619493572464,340.6148013520452,338.0583924283429,1854.9373388018928,1950.9364985184648
AB_juxtaposer_r1_p11,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,e,2.28,2.44606,166.06000000000031,ru,f,486.3911526998161,2248.9857196867897,3060.586000081622,264.1178699350037,427.0835637890687,345.778271423138,1306.205735201907,1077.4781965275913
AB_juxtaposer_r1_p12,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,t,2.83,2.87,40.000000000000036,ru,f,797.2784688428584,1674.8914086628668,,,,,,
AB_juxtaposer_r1_p13,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,ʁ,2.87,2.94,69.99999999999984,ru,f,1115.238350019312,1689.8100717104433,,,,,,
AB_juxtaposer_r1_p14,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,w,2.94,3.01,69.99999999999984,ru,f,514.6730766302042,1033.7677102594498,,209.77038334189479,,,,
AB_juxtaposer_r1_p15,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,a,3.01,3.14,130.00000000000034,ru,f,783.2758129633901,1325.0942315991713,2793.577037969783,204.10539466333358,758.428567340351,732.7640925581188,1290.598608051241,1279.7332249847375
AB_juxtaposer_r1_p16,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,f,3.14,3.32,179.99999999999972,ru,f,1030.4704897808986,1630.5383012759187,,,882.9789310267132,1270.3574683351167,1508.0712955574866,1837.9729637271666
AB_juxtaposer_r1_p17,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,w,3.32,3.39,70.00000000000028,ru,f,554.94391751486,941.0736470605993,,197.45890704245545,,,,
AB_juxtaposer_r1_p18,AB,juxtaposer,data\raw\corpus\AB\ab_rus_list1_FRcorp10.wav,juxtaposer,1,a,3.39,3.55,159.9999999999997,ru,f,463.3737036064525,1458.0953863814962,3032.760139671813,200.9592119591011,841.5043411991999,1387.0506778923325,1340.0173588093169,1429.6493292096668
AB_pas ceux_r1_p0,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,d,0.83,0.98,150.00000000000003,ru,f,213.23243522226994,728.7248513779209,,200.31588365036203,235.41066682598367,199.77126456160582,723.2728175334427,801.2640716269001
AB_pas ceux_r1_p1,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,i,0.98,1.22,240.0,ru,f,300.3073572763271,608.1776337260053,2643.452800302973,219.79585709959,345.890106518586,368.05013051816655,2592.9388542505008,2648.601663353727
AB_pas ceux_r1_p2,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,p,1.50438,1.54648,42.10000000000002,ru,f,1353.6064003526863,2360.5911417084903,,,,,,
AB_pas ceux_r1_p3,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,ɑ,1.54648,1.71,163.5199999999999,ru,f,858.5592298058739,1442.6985750965812,,208.88956769330193,811.8475576443766,675.8707473915391,1249.1721319179055,1749.6267738679185
AB_pas ceux_r1_p4,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,s,1.71,1.95,240.0,ru,f,1357.6936193184565,2335.5867156536406,,,1023.475022176152,1293.871177043487,1939.2279380883724,2104.858732509369
AB_pas ceux_r1_p5,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,ø,1.95,2.14057,190.5699999999999,ru,f,443.89927924174157,1632.7601630706367,2888.305980383741,175.75435206271325,431.6521701553718,450.08475926872325,1714.9676138313273,1448.1032514414771
AB_pas ceux_r1_p6,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,t,2.51,2.56,50.00000000000027,ru,f,1300.767542317851,2025.4433971043609,,,,,,
AB_pas ceux_r1_p7,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,ʁ,2.56,2.63,69.99999999999984,ru,f,700.4984561383158,1184.183232329916,,,,,,
AB_pas ceux_r1_p8,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,w,2.63,2.69,60.00000000000006,ru,f,482.96662503027164,982.6990322646661,,221.56624475374122,,,,
AB_pas ceux_r1_p9,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,a,2.69,2.83,140.0000000000001,ru,f,742.9343910819223,1286.2967587624187,2813.260835885132,219.60342285907552,667.378744018939,787.3498406424018,1235.8708327027687,1266.617327882973
AB_pas ceux_r1_p10,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,f,2.83,3.0,169.99999999999994,ru,f,833.1918134524789,1555.5473008281363,,,1025.3596908400368,979.6210109579946,1951.8377409981226,1572.5533478351815
AB_pas ceux_r1_p11,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,w,3.0,3.05,49.99999999999982,ru,f,477.31367553486456,936.2989995349288,,209.17134689454005,,,,
AB_pas ceux_r1_p12,AB,pas ceux,data\raw\corpus\AB\ab_rus_list1_FRcorp11.wav,pas ceux,1,a,3.05,3.23,180.00000000000017,ru,f,817.4876798321075,1367.1678718804033,2965.344398893069,205.15153498081114,811.4999087433989,273.734758910589,1279.2607578066547,1349.4812581273372
AB_garage_r1_p0,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,d,0.65,0.78,130.0,ru,f,232.907396619077,685.6973013619454,,205.93195847495093,257.8444117152968,241.89916739641131,695.51969835152,1376.7055655308195
AB_garage_r1_p1,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,i,0.78,1.01,229.99999999999997,ru,f,523.6310467317528,2735.9837447097266,3718.281473652999,212.51936210202857,452.80423326007417,351.8677859227411,2632.8740021200256,2760.689218123806
AB_garage_r1_p2,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,ɡ,1.08199,1.1996,117.60999999999999,ru,f,396.8109894656796,514.1704113439822,,215.67044036048523,383.18310214247253,345.09739966398797,589.9690824783768,1583.2066526384635
AB_garage_r1_p3,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,a,1.1996,1.29,90.40000000000003,ru,f,693.2829138697126,1106.620972290366,1734.802755611839,212.62714688151664,,,,
AB_garage_r1_p4,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,ʁ,1.29,1.37916,89.15999999999991,ru,f,1047.9114786270593,1555.3556555952046,,198.96131662683516,,,,
AB_garage_r1_p5,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,a,1.37916,1.55,170.8400000000001,ru,f,833.0175370991818,1297.6045971657825,1789.3592700948823,233.54125794408898,898.8620180711251,527.5495650400666,1458.240809143639,1525.165996269475
AB_garage_r1_p6,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,ʒ,1.55,1.77043,220.4299999999999,ru,f,689.2977347352779,2576.466229272856,,363.1179192979055,329.624866740658,722.4713513538379,2200.8632654715825,2087.2085468921296
AB_garage_r1_p7,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,t,2.04,2.08,40.000000000000036,ru,f,1075.0447322038594,2134.527255706114,,,,,,
AB_garage_r1_p8,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,ʁ,2.08,2.16,80.00000000000007,ru,f,700.0269038364082,1264.488499142008,,,,,,
AB_garage_r1_p9,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,w,2.16,2.22,60.00000000000006,ru,f,556.0098187062302,1035.8162550659147,,217.16214517347953,,,,
AB_garage_r1_p10,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,a,2.22,2.36,139.9999999999997,ru,f,747.0340550001123,1203.9621041214366,1398.4643006775852,212.77168222666603,714.4917499859155,779.9173491083461,1304.3526818005741,1321.727795282656
AB_garage_r1_p11,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,f,2.36,2.52,160.00000000000014,ru,f,969.5319170311882,1472.5050419424933,,,1219.7785747378532,757.2510988927231,1235.8377282205615,1430.462492925305
AB_garage_r1_p12,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,w,2.52,2.58,60.00000000000006,ru,f,502.7648405706121,899.9593250852184,,96.86206840870031,,,,
AB_garage_r1_p13,AB,garage,data\raw\corpus\AB\ab_rus_list1_FRcorp12.wav,garage,1,a,2.58,2.76,179.99999999999972,ru,f,865.5140513794066,1400.1112310017393,3033.1702085292213,205.77510786287746,802.2967846923107,1254.8320706635548,1310.7162690728155,2150.360576798139
AB_tsarine_r1_p0,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,d,0.67,0.82,149.99999999999991,ru,f,220.35034988839593,729.6750168889004,,200.2273009044121,261.2816254343571,205.88608081094964,661.3930436727187,762.292891109133
AB_tsarine_r1_p1,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,i,0.82,1.05,230.00000000000009,ru,f,457.2938055625074,2689.5190477764468,3685.2387790415833,218.94944096702753,406.9941354094908,390.1646503552343,2659.8416822851063,2706.4414246144024
AB_tsarine_r1_p2,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,t͡s,1.13137,1.29033,158.95999999999998,ru,f,794.0922686889904,1590.6658797693456,,,876.3190650166852,1106.8108572488961,1608.6298265120136,2125.371297300472
AB_tsarine_r1_p3,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,a,1.29033,1.39007,99.73999999999994,ru,f,759.547935263709,1815.6580472444434,2901.483166578958,201.59234160270296,673.1590618189774,792.5491449013448,899.6770890702117,1768.6445864424472
AB_tsarine_r1_p4,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,ʁ,1.39007,1.46,69.93000000000005,ru,f,904.2742512662749,1679.0083801633882,,201.37899344060324,,,,
AB_tsarine_r1_p5,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,i,1.46,1.55,90.00000000000009,ru,f,445.7765602918214,576.094303415823,2684.3393716459127,215.81826538447527,,,,
AB_tsarine_r1_p6,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,n,1.55,1.73,179.99999999999994,ru,f,324.18833823622685,751.0552716590329,,273.9469864472555,471.8642388214668,315.60936883362467,1333.233544324233,838.29076296218
AB_tsarine_r1_p7,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,t,2.06,2.11,49.99999999999982,ru,f,616.679778282473,1487.0683333404581,,,,,,
AB_tsarine_r1_p8,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,ʁ,2.11,2.19,80.00000000000007,ru,f,727.1667285985444,1341.8802327812314,,,,,,
AB_tsarine_r1_p9,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,w,2.19,2.23,40.000000000000036,ru,f,535.6347886462788,1055.6330432336995,,217.5300416918182,,,,
AB_tsarine_r1_p10,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,a,2.23,2.39,160.00000000000014,ru,f,772.7436598834066,1011.95192825845,1310.2926216206993,214.44412294618542,708.031195585201,781.0829103723046,1286.4070469022856,1295.5130613660801
AB_tsarine_r1_p11,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,f,2.39,2.54,149.99999999999991,ru,f,1054.9991842413465,1518.6365494667039,,,729.521072109469,738.5828191615375,1606.818101913405,1490.9073702694457
AB_tsarine_r1_p12,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,w,2.54,2.62,80.00000000000007,ru,f,479.90175753827,789.0848988279344,,98.64174217708623,,,,
AB_tsarine_r1_p13,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp13.wav,tsarine,1,a,2.62,2.77,149.99999999999991,ru,f,849.1085920926749,1407.6778454609648,2947.701330950742,216.9223902375851,883.9806642692208,287.0483704744706,1409.2713308834516,1277.132532706506
AB_cache cache_r2_p0,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,d,0.58,0.7,120.0,ru,f,211.0552263855164,690.1378347329501,,198.40528011503196,232.3598471958451,223.0381134462531,674.0325607245754,1436.2305225275747
AB_cache cache_r2_p1,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,i,0.7,0.93,230.00000000000009,ru,f,283.29456774300104,449.18446436314036,2719.2361428875347,208.98905452281124,375.49462470870446,266.74101874122846,413.5429194058865,782.8269080743466
AB_cache cache_r2_p2,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,k,1.04,1.09584,55.83999999999989,ru,f,684.4970445799391,1554.561696822539,,,,,,
AB_cache cache_r2_p3,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,a,1.09584,1.21,114.16000000000004,ru,f,905.6320868688294,1760.5748013101277,1945.4147857049625,194.4215800622419,843.1647994322234,801.0061183427093,1863.5236304952127,880.594817543493
AB_cache cache_r2_p4,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,ʃ,1.21,1.41006,200.06000000000012,ru,f,887.8014389715187,2602.291993862477,,,974.4339636284693,2143.2186620040716,2365.549787812804,3084.2444199215565
AB_cache cache_r2_p5,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,k,1.41006,1.50285,92.78999999999994,ru,f,1129.8378644673107,1183.6505359508437,,,,,,
AB_cache cache_r2_p6,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,a,1.50285,1.65645,153.59999999999997,ru,f,737.6506458644302,1040.7844515960899,1787.0539354642647,213.6048133766524,736.9781364091956,628.5719678480478,1474.486229932375,1734.7439074279405
AB_cache cache_r2_p7,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,ʃ,1.65645,1.89189,235.44000000000008,ru,f,991.251804785077,2778.8823570084915,,594.3845460994703,1153.207638683258,1114.7647049948132,2655.744133848833,2283.3208001069984
AB_cache cache_r2_p8,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,t,2.24,2.28,39.99999999999959,ru,f,920.9192561529987,1605.2886403362077,,,,,,
AB_cache cache_r2_p9,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,ʁ,2.28,2.36,80.00000000000007,ru,f,975.703934297686,1504.9570223594121,,79.66830856306127,,,,
AB_cache cache_r2_p10,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,w,2.36,2.42,60.00000000000006,ru,f,503.8842549631486,1022.3615183176146,,235.30819398866527,,,,
AB_cache cache_r2_p11,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,a,2.42,2.54,120.00000000000011,ru,f,726.9544847826505,1330.5841169723926,1416.4698507280045,218.40526360447777,693.5405801573285,759.6126624732598,1316.0621582685353,1376.0711215629299
AB_cache cache_r2_p12,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,f,2.54,2.71,169.99999999999994,ru,f,1364.2219234919905,2013.055320719851,,,1175.8783238117264,754.8191093820467,1743.550379445423,1450.4630841673577
AB_cache cache_r2_p13,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,w,2.71,2.77,60.00000000000006,ru,f,476.5456416049413,933.437685888801,,214.5512477333433,,,,
AB_cache cache_r2_p14,AB,cache cache,data\raw\corpus\AB\ab_rus_list1_FRcorp14.wav,cache cache,2,a,2.77,2.94,169.99999999999994,ru,f,1160.0430116197765,1331.9009980484045,2945.0642794328287,213.18910656781736,701.5452598883846,1425.3567680038013,822.728442835922,1772.6919635194727
AB_tsarine_r2_p0,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,d,0.61,0.75,140.0,ru,f,220.4123979070008,675.4945275231458,,211.9946463043825,254.93691094489324,189.04831595360164,655.5308958527816,1476.6707634492907
AB_tsarine_r2_p1,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,i,0.75,0.97,219.99999999999997,ru,f,457.4984100724885,2742.7172021322413,3717.894115932187,216.4324411431262,439.8816493632917,289.90628019301323,2660.655047412408,1535.6308346066005
AB_tsarine_r2_p2,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,t͡s,1.0841,1.21,125.8999999999999,ru,f,623.585752313346,1449.7318406986067,,,908.2963004543848,881.9372366346231,1562.64877111991,1598.965416093005
AB_tsarine_r2_p3,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,a,1.21,1.31,100.00000000000009,ru,f,762.9092116009225,1852.5495181911306,2925.3947191597977,208.01859820763386,672.8301058276083,777.8647987822319,1151.9947781694443,1754.4450670996164
AB_tsarine_r2_p4,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,ʁ,1.31,1.38541,75.40999999999998,ru,f,921.0058512504277,1693.4601415320199,,205.37772730504506,,,,
AB_tsarine_r2_p5,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,i,1.38541,1.49,104.58999999999996,ru,f,436.1863439752668,792.8991958579119,2637.4866208370113,217.71775839788944,454.80259114398643,444.8667130700478,2462.4232946842917,849.7319356888019
AB_tsarine_r2_p6,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,n,1.49,1.66684,176.84000000000012,ru,f,308.35732152913494,729.4436252601599,,286.4788179389699,447.52738646301594,324.85155453800746,1368.0425996142744,846.7778421764348
AB_tsarine_r2_p7,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,t,2.03,2.08,50.00000000000027,ru,f,504.0197311385116,1450.4600794555072,,,,,,
AB_tsarine_r2_p8,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,ʁ,2.08,2.16,80.00000000000007,ru,f,634.7213113776992,1188.5207232953248,,,,,,
AB_tsarine_r2_p9,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,w,2.16,2.21,49.99999999999982,ru,f,538.0400807044047,1026.917048495153,,213.26171889450902,,,,
AB_tsarine_r2_p10,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,a,2.21,2.36,149.99999999999991,ru,f,785.7895351842596,1219.9166605108032,1372.4880422316041,214.98856474137264,708.6172575015395,819.8780816690339,1324.5148235488036,1406.3397201999073
AB_tsarine_r2_p11,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,f,2.36,2.52,160.00000000000014,ru,f,1111.746823242507,1653.42838563804,,,1080.2363141482347,1088.0603980597984,1831.0932742895473,1728.1650417766705
AB_tsarine_r2_p12,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,w,2.52,2.58,60.00000000000006,ru,f,519.5103288077601,966.1981243496748,,101.63491240494433,,,,
AB_tsarine_r2_p13,AB,tsarine,data\raw\corpus\AB\ab_rus_list1_FRcorp15.wav,tsarine,2,a,2.58,2.76,179.99999999999972,ru,f,783.9946675135599,1423.6498100173694,2995.09882599144,208.47503669476555,650.7668588748855,1332.6974032843673,1015.715096827023,1579.5595967233792
AB_tulle_r2_p0,AB,tulle,data\raw\corpus\AB\ab_rus_list1_FRcorp16.wav,tulle,2,d,0.66,0.82,159.99999999999991,ru,f,218.31059812523768,728.349527172765,,209.7294867005535,253.2286917590329,205.3885293461674,689.0694233598225,875.0055231246921
AB_tulle_r2_p1,AB,tulle,data\raw\corpus\AB\ab_rus_list1_FRcorp16.wav,tulle,2,i,0.82,1.06,240.0000000000001,ru,f,468.7917763923741,2703.147071289495,3643.080001894611,210.4345164663483,398.3979947824438,424.7598849415305,2639.0328346992064,2647.3814055651847
